text,cmp_code,eu_code,party
"We will implement in full the recommendations set out in the independent review of the Mental Health Act, so that people are given choice, autonomy and the treatment they need.",504,,Labour
We will invest more in eating disorders services,504,,Labour
and ensure NICE guidelines on eating disorders are implemented.,504,,Labour
We will improve access to psychological therapies to ensure they deliver the quality care patients deserve.,504,,Labour
We will ensure provision of 24/7 crisis services.,504,,Labour
Only one in four children and young people are able to receive help from a mental health professional.,504,,Labour
Our £845 million plan for Healthy Young Minds will more than double the annual spending on children and adolescent mental health services.,504,,Labour
We will establish a network of open- access mental health hubs to enable more children to access mental health,504,,Labour
"and recruit almost 3,500 qualified counsellors to guarantee every child access to school counsellors.",504,,Labour
"Life expectancy is stalling and infant mortality rates are increasing, especially among those living in our most deprived communities.",503,,Labour
A Labour government will target a reduction in health inequalities with a comprehensive children’s health strategy.,503,,Labour
"We will introduce a Future Generations Well-being Act, enshrining health aims in all policies",503,,Labour
and a new duty for NHS agencies to collaborate with directors of public health.,504,,Labour
We will invest more than £1 billion in public health,504,,Labour
"and recruit 4,500 more health visitors and school nurses.",504,,Labour
"We will increase mandated health visits, ensure new mothers can have access to breastfeeding support",504,,Labour
and introduce mental health assessments in a maternal health check six weeks after birth.,504,,Labour
"We will invest in children’s oral health,",504,,Labour
and extend the sugar tax to milk drinks.,403,,Labour
We will ban fast-food restaurants near schools,403,,Labour
and enforce stricter rules around the advertising of junk food,403,,Labour
We will take actions to significantly reduce infant deaths,504,,Labour
and ensure families who lose a baby receive appropriate bereavement support,504,,Labour
as well as protections at work.,701,,Labour
We will urgently put in place a vaccination action plan to regain our measles-free status in WHO listings.,504,,Labour
We will fully fund sexual health services,504,,Labour
"We will address drug-related deaths,",504,,Labour
alcohol-related health problems,504,,Labour
"and the adverse impacts of gambling as matters of public health, treated accordingly in expanded addiction- support services.",504,,Labour
Alcoholic drinks will be labelled with clear health warnings.,403,,Labour
We will review the evidence on minimum pricing.,403,,Labour
We will implement a Tobacco Control Plan,403,,Labour
and fund smoking cessation services.,504,,Labour
"A Labour government will end the crisis in our health and care services, plan for the future",504,,Labour
and guarantee real-terms pay rises every year.,701,,Labour
Agenda for Change terms and conditions will be put into law alongside safe staffing limits for all staff.,701,,Labour
"We will invest, train and develop NHS staff throughout their careers.",411,,Labour
"We will introduce a training bursary for nurses, midwives and allied health professionals.",701,,Labour
We will remove the obstacles to ethical international recruitment.,602.2,,Labour
A Labour government will review the tax and pension changes implemented by the Tory government to ensure that the workforce is fairly rewarded .,701,,Labour
and that services are not adversely affected.,504,,Labour
We will provide mental health support for staff,504,,Labour
"and create a working environment within the NHS that is safe, flexible and free from harassment, bullying or violence.",701,,Labour
Under a Labour government the NHS will be at the forefront of the development of genomics and cell therapies,411,,Labour
"so that patients can benefit from new treatments for cancer and dementia,",504,,Labour
whilst ensuring the UK continues to lead in medical developments.,411,,Labour
The Orkambi cystic fibrosis drug is just the latest example of patients held to ransom by corporations charging extortionate prices for life-saving drugs.,403,,Labour
